name,cuisines,rest_type,rate,dollar_sign,restaurant_value,x,y
Abhiruchi Hotel,Andhra,CasualDining,3.3,2,1,-0.481584379889073,-0.8342827798858757
Tulips,NorthIndian,CasualDining,3.1,2,0,-0.31118785609922917,-1.1655074343469163
Barbeque Nation,NorthIndian,CasualDining,4.7,3,5,-1.3699356213142049,0.42974876057933836
Sattvam,NorthIndian,CasualDining,4.3,3,3,-1.1308299854041561,-0.4654096388973817
24th Main,NorthIndian,CasualDining,4.1,2,4,-1.0653869973117696,-0.5494801345723898
Mango Greens,NorthIndian,CasualDining,3.9,2,3,1.1596772887226667,-1.2973223283682258
Oye Amritsar,NorthIndian,CasualDining,3.8,3,3,-0.944938854224303,1.121760272556909
Melt - Eden Park,NorthIndian,CasualDining,4.0,3,3,0.3787574944214481,-1.2718569736198766
Spice Code,SouthIndian,CasualDining,4.0,3,3,1.5199394766056458,1.6843975290474422
The Onyx - The HHI Select Bengaluru,NorthIndian,CasualDining,3.3,2,1,-0.29009702982026236,-1.3447887049407217
The Pavillion,NorthIndian,CasualDining,2.7,3,0,-0.7532122362512657,-1.4328630511565157
Sankranthi Veg Restaurant,SouthIndian,CasualDining,3.0,2,0,-0.9673939478189646,-2.0141364809813735
Brews N Bites,Chinese,QuickBites,2.7,2,0,1.9071385444066928,-0.00974613120269611
Sai Abhiruchi,Andhra,CasualDining,3.7,2,2,-0.14977946667941947,-0.13384959024535975
Capsicum Family Restaurant,Biryani,CasualDining,3.8,2,2,-0.04242161647619742,-1.0379936221131776
Box Magic,NorthIndian,QuickBites,3.6,1,2,-0.1941653106601515,0.03176493088240864
Sri Lakshmi Dhaba,NorthIndian,QuickBites,2.9,1,0,0.40466157626686544,1.3181485039749907
Swadista Aahar,SouthIndian,QuickBites,4.1,1,4,-0.3030684157984111,1.81561197534337
Punjabi Nawabi,NorthIndian,QuickBites,3.8,1,2,-0.8899791404469923,1.5831821914040587
YummRajj,FastFood,QuickBites,3.3,2,1,-1.8627795912373772,0.6994189879637988
Swad Punjab Da,NorthIndian,QuickBites,4.0,1,3,3.2012707007122594,-1.0425472434966048
Roti Wala,NorthIndian,QuickBites,4.0,1,3,1.2663406428012116,-0.6477825071358013
Krishna Kuteera,SouthIndian,QuickBites,4.0,1,3,-0.5533101122067955,0.536500852033437
Apna Punjab,NorthIndian,QuickBites,3.6,1,2,-0.22053342233017284,0.9667235054461024
Paratha Junction,NorthIndian,QuickBites,2.9,1,0,1.2938698012534553,1.2930740218198875
Nellore Bhojanam,Andhra,QuickBites,3.1,1,0,1.064851849454128,1.3980824332778583
Momoz,Chinese,CasualDining,4.0,2,4,-0.5667876980498714,0.6082976571636342
Kanteen The Eatery,NorthIndian,QuickBites,3.9,1,3,-0.6539810791390283,1.0499711025283531
Litti Twist,NorthIndian,QuickBites,4.1,1,3,0.5837799506382241,-0.15829425276122092
Delight Food,Andhra,CasualDining,2.6,1,0,-0.329479370898289,-1.9955088858850443
Chicken Magic,Chinese,QuickBites,3.7,1,2,2.357989355588166,0.25452675989339574
Fresh Kitchen,NorthIndian,CasualDining,3.4,2,1,-0.7470888801712066,0.5732191696921425
New Mahesh Friends Food Corner,NorthIndian,QuickBites,3.2,1,1,1.4922725335952616,-1.3918376614997052
Shree Krishna Sannidhi,NorthIndian,QuickBites,3.4,1,1,-1.3755193655699387,0.007985324602704418
Shiv Sai Hotel,NorthIndian,QuickBites,3.0,1,0,1.1213910761750978,-0.229410001888152
Burj Hotel,NorthIndian,QuickBites,3.0,1,0,0.7717643389984634,1.589220742553503
Madeena Hotel,NorthIndian,QuickBites,3.9,1,3,-1.5961519890056526,-0.3885678180795916
Mahesh Friends Food Center,Chinese,QuickBites,2.9,1,0,2.027466226674579,-1.5401732090366584
Dadi's Dum Biryani,Biryani,CasualDining,4.0,2,4,-1.053997148712792,-0.7665539733453758
Krishna Kuteera South,SouthIndian,CasualDining,4.0,2,3,-1.964256283328473,-0.3214560284347462
Alankrutha,Andhra,CasualDining,3.9,2,3,-0.5654939292097695,0.8898229539376807
Paradise,Biryani,CasualDining,4.0,2,4,-0.0922731944011342,-0.8166574964119985
Arabian Mexico,FastFood,QuickBites,3.4,1,1,-1.4293508433707358,-1.0968847718839676
Fujian Express,Chinese,QuickBites,3.6,1,2,0.24919082172913856,-1.0952183960606061
Adithya,SouthIndian,QuickBites,4.0,1,3,0.279598235338034,0.8682206183585603
Nati Palace,SouthIndian,QuickBites,3.0,1,0,1.3366256981608002,1.2925899587030747
Dande's Hyderabad Biryani,Biryani,CasualDining,3.8,2,2,0.8512536575170924,0.5061418648219858
Upahara Bhavan,SouthIndian,QuickBites,3.8,1,2,-1.2796893095163009,0.34642365811475173
Sher-E-Punjab,NorthIndian,QuickBites,3.2,1,1,-1.1008713711732483,-0.8904472687051147
Shuddh Desi Khana,NorthIndian,QuickBites,4.0,1,3,-0.5489105380057467,-1.312497781829529
Jaganath Hotel and Restaurant,NorthIndian,QuickBites,3.6,1,2,-0.5035569980952902,0.6675603819390776
Mani's Dum Biryani,Biryani,CasualDining,4.2,2,3,-0.4516810981586023,0.3591890995175654
A M Biryani Hotel,NorthIndian,QuickBites,3.3,1,1,-0.7096760930330666,-0.5461016416193808
Birinz,Biryani,CasualDining,4.1,2,3,-0.2821076994466829,1.2403881904039356
Hyderabadi Bawarchi,NorthIndian,CasualDining,3.2,2,1,0.6412150007771308,-1.0536813758735228
Prasiddhi Food Corner,FastFood,QuickBites,3.7,1,2,0.5803186159169097,-1.9518210205750415
Biriyani Bhatti,Chinese,QuickBites,3.7,1,2,2.6093451118049806,1.441779396011398
Hyderabad Biryaani House,Biryani,CasualDining,3.6,2,2,-0.7352670763947313,-1.0411654200666354
C. K. Mega Hot Food,Chinese,CasualDining,3.9,2,3,-1.6940543749051682,1.0625453633487059
Red Chilli Restaurant,NorthIndian,QuickBites,3.2,1,1,-1.7752130451162762,0.12306054315993137
RSS Donne Biryani,Biryani,QuickBites,3.3,1,1,-2.4453958381274385,0.6937054813698122
Rajdhani Thali Restaurant,NorthIndian,CasualDining,3.9,2,3,0.4004832875808254,-1.1420913884452615
New Kabab Zone,NorthIndian,QuickBites,3.6,2,2,0.4384951726306408,0.35642002461736993
Bawarchi Paradise,NorthIndian,QuickBites,3.0,2,0,-0.21079813805105904,0.09457790968495423
Shree Udupi Grand,SouthIndian,CasualDining,3.0,1,0,-0.17260153757678212,-0.6784580034406698
Chicken County Grand,NorthIndian,CasualDining,3.9,2,3,-0.561225660072972,0.010774274162693675
Darjeeling Momos & Fast Food Center,FastFood,QuickBites,3.8,1,2,0.07317010117495086,1.1794242920064446
Kundana,Andhra,CasualDining,3.7,2,2,0.4307215805984477,0.0009459452391836039
Punjabi Food Corner,NorthIndian,QuickBites,3.0,1,0,-0.9228741950070429,0.812539278440687
Pathaan Sir,FastFood,QuickBites,3.9,1,3,-0.5921947040924842,0.024499760636584104
Amritsari Kulcha Land,NorthIndian,QuickBites,4.1,1,3,0.5206668994499247,0.13967490851139863
Chokha Chowka,NorthIndian,QuickBites,3.9,1,3,0.7746204717332249,-0.5076670652690201
Gorbandh,FastFood,QuickBites,4.1,1,3,-2.560355731877309,1.453673444743012
Grills & Rolls,NorthIndian,QuickBites,2.0,1,0,0.39761812207577263,0.8273227937624164
Bathinda Junction,NorthIndian,CasualDining,3.9,2,3,-0.2571275555724938,-1.2450323581301932
New Gongura's,Andhra,CasualDining,3.7,2,2,0.1852305852081058,0.11963460074787256
Sagar Grand,SouthIndian,QuickBites,3.8,1,2,-2.140452349319746,1.530553728630392
Daniyal's,NorthIndian,QuickBites,3.1,2,0,-0.2663883492346628,-0.5571035893419429
Seasons,NorthIndian,CasualDining,3.8,3,3,1.4799630402014585,0.8688425660999292
Moksha,Chinese,CasualDining,3.6,3,2,0.3187516188766398,-1.9929492047226967
Marwa Restaurant,NorthIndian,CasualDining,3.0,2,0,0.431402829060862,-0.9837765299392034
Shanghai Court,Chinese,CasualDining,4.2,2,3,0.5596516631185341,-0.2606845264556101
Akshaya Donne Biriyani,Biryani,QuickBites,3.1,1,0,0.0964547034491894,-0.9640856764565714
Hunger Bee,Biryani,QuickBites,3.8,2,2,0.058250506760323624,-1.1605262484643717
Yum In My Tum,Chinese,QuickBites,4.1,1,3,-0.22839536919699754,1.8674399680604257
B.M.W Bhookh Mitaane Wala,NorthIndian,QuickBites,3.0,2,0,0.6432413788961632,0.5411035795991258
Chulha Chauki Da Dhaba,NorthIndian,CasualDining,4.2,2,4,0.4969369183427334,0.6697011548560632
Magix's Parattha Roll,FastFood,QuickBites,3.7,1,2,0.19177115154715044,-0.31039914812092495
Elegant Dining,Biryani,CasualDining,3.6,2,2,-0.5135528476199991,1.2395364721851592
Cravings,NorthIndian,QuickBites,3.7,1,2,-0.6347144346755924,0.6233342980142659
Nagas,Andhra,QuickBites,3.1,1,0,1.6990349342317184,-0.967097751535632
Punjabi Swag,NorthIndian,CasualDining,3.9,2,3,-0.09405882148742441,-0.11348641972884609
Ambur Star Dum Biryani,Biryani,QuickBites,3.4,1,1,0.25796741103069515,-0.8660979596676611
Mother's Rasoi,NorthIndian,QuickBites,3.8,1,2,0.8974454023934362,0.5525099652876831
Babu Moshai,FastFood,QuickBites,3.0,2,0,-0.5827606958606822,-0.2471492417595407
Gowdru Mane Oota,SouthIndian,QuickBites,3.7,1,2,1.7829735116147234,-0.6394139692755815
Kakal-Kai Ruchi,NorthIndian,CasualDining,3.7,2,2,1.013869709244924,1.3618982591960933
Manchu Cafe,Chinese,QuickBites,3.8,1,2,1.857108298993027,0.7198265315586357
Hotel Khaaja,Biryani,QuickBites,3.1,1,0,0.7739687582108792,0.8408858647847416
Vishal Foods,Chinese,QuickBites,3.3,1,1,-0.9827664475233212,-0.37487782033446093
Chavadi,Continental,CasualDining,4.4,3,4,0.43512876003093537,-1.7377786346757145
Nanna Munna Paratha House,NorthIndian,QuickBites,4.0,1,3,-0.6030556406087819,0.3263245077044865
Nellore Ruchulu,NorthIndian,CasualDining,3.7,2,2,-1.7500084172785066,-0.8183619276905663
Chefeana,NorthIndian,QuickBites,4.0,1,3,-1.0058421329721785,-0.09283858997986669
The Hunger Room,Continental,QuickBites,3.9,1,3,0.6303195902343963,-1.084717844456135
Parisar Veg Restaurant,Chinese,QuickBites,3.6,1,2,-0.599281840398096,1.554138171953136
Zhang's - Chinese Restaurant,Chinese,CasualDining,4.1,2,3,1.1147989698980336,-1.1915724460172927
Oogway Express,Chinese,CasualDining,3.9,2,3,-0.7526656168505326,1.1333061375708209
The Egg Factory,Continental,CasualDining,4.0,2,4,1.9693819892419913,-0.6307091397237335
Chow San,Chinese,CasualDining,3.0,2,0,-1.8762625360985656,0.5315837506964441
New Udupi Grand,SouthIndian,QuickBites,3.0,1,0,1.3773957571770727,1.196827780949105
Momo Jojo,Chinese,QuickBites,4.3,1,3,-0.5582482052779222,-0.323763111162856
Simply Indian,NorthIndian,CasualDining,3.9,2,3,-1.016533660967227,-0.5987264207472446
Delhi Biryani Cafe,NorthIndian,QuickBites,3.0,1,0,-0.8867223689430066,-0.20807410730161768
Punjabi Times,NorthIndian,CasualDining,4.1,3,4,0.7070350221196579,0.683561594797449
Funky Punjab,NorthIndian,CasualDining,3.9,2,3,0.9528523976428082,0.9121624430982582
A1 Garam Masala,NorthIndian,CasualDining,3.6,2,2,2.1128053165799585,0.25873962210400986
Punjabi Corner,NorthIndian,QuickBites,3.9,1,3,-2.62304676136387,1.0879511219430713
Guru Palace,Chinese,CasualDining,3.1,1,0,0.9109724931631558,-0.20654647472680243
Zeeshan,NorthIndian,CasualDining,3.1,2,0,-0.6304480024804247,0.8390342439831218
Ambara Gardenia,Andhra,CasualDining,3.8,2,2,0.35299575648658854,0.7949277163057549
Crafted Plate,Cafe,CasualDining,4.2,2,3,-1.3908094386409362,0.5393552768008008
Garma Garam,NorthIndian,QuickBites,3.2,1,1,2.298418354202723,-1.2661308417056778
Sambram Biriyani Paradise,Biryani,CasualDining,3.0,2,0,1.1627724980146654,-2.553528872896009
The Coastal Crew by Fujian on 24th,Chinese,CasualDining,4.2,3,4,-1.1847544365686438,0.34641924103809296
Pizza Da Dhaba,FastFood,QuickBites,2.9,1,0,1.8501424300954148,0.8641512091522051
Kalpavruksha,SouthIndian,QuickBites,3.9,1,3,-0.5509930553600204,-0.7747236674330018
Tandoor And Spice,NorthIndian,CasualDining,4.0,2,3,1.9863584667371088,1.0049331025788808
Paratha Plaza,NorthIndian,QuickBites,3.8,1,2,-1.3290974070965724,0.5591216750598836
Krishna Vijayashree,Biryani,CasualDining,3.0,2,0,0.0960537725680164,0.2746965241456928
Soup Station,Continental,QuickBites,3.6,1,2,-1.100047079788052,-0.3610863024217115
Triveni,Andhra,CasualDining,3.6,2,2,-0.754170922372125,-0.20288011760537036
Wangs Kitchen,Chinese,CasualDining,3.0,3,0,-0.2536243552540997,0.09582518886987261
RK Fresh Food,FastFood,QuickBites,3.0,1,0,-1.3515432509367757,-2.8365322192116498
Alif Restaurant,NorthIndian,CasualDining,3.6,2,2,-0.13469913943796358,-0.1574961615126233
Dine One One Restaurant,SouthIndian,CasualDining,3.6,2,2,1.436048824859214,0.6312659084983137
Pallavas Veg Cuisine,NorthIndian,CasualDining,3.6,2,2,-0.1503144677391296,-1.571843674061923
Brundhavana Pure Veg,SouthIndian,CasualDining,3.7,2,2,-1.47806253578494,-2.4647068189366346
Spice Up,Chinese,CasualDining,3.8,2,2,-0.08762720241108435,0.33670574984591695
FRYBIES,FastFood,QuickBites,3.3,1,1,-1.2079044035644584,-0.9272306301316301
Crumb Together,Continental,CasualDining,4.1,3,3,0.0836451636371595,1.5892054383700007
The Foodyz,NorthIndian,QuickBites,3.7,2,2,-2.543954480876774,-0.8055167323190748
Chaat Chatore,FastFood,QuickBites,3.1,1,0,1.1952393219275765,-1.504535882658164
Modern Restaurant,NorthIndian,CasualDining,3.0,1,0,1.4094401242416392,0.4454154589559644
Biryani Magic,NorthIndian,QuickBites,3.0,1,0,1.1832878246428098,0.4640774018323854
Nagarjuna,Andhra,CasualDining,4.2,2,4,-1.3185622838845648,1.739948917135895
Laddoos,NorthIndian,QuickBites,3.4,1,1,-2.503329528654207,-1.4608883526023018
Late Night,NorthIndian,QuickBites,3.7,2,2,-0.5446738372552908,1.5073572939045343
Two Friends Cauldron,Continental,CasualDining,4.1,2,3,0.1909308811129972,-1.029199348879634
Rayaan's BBQ,NorthIndian,QuickBites,3.3,1,1,-0.9064322656029515,0.10102436947790658
Tiwari's Ghee Paratha and Chats,NorthIndian,QuickBites,3.2,1,1,0.3383568392899435,0.8456179691097299
Melting Pot at Woodrose,NorthIndian,QuickBites,3.7,2,2,0.2114632367,1.2586167107556256
Pot Biryani,NorthIndian,QuickBites,3.1,2,0,-1.0735732705107257,-1.5906516822410455
Mango Tree- The Beer Garden,NorthIndian,CasualDining,4.1,3,4,-3.067381552237579,-1.4801406970303095
Halli Mane MUDDE OOTA,SouthIndian,QuickBites,3.0,1,0,0.7725207269063031,-1.087884644474247
Wow Vada Pav,FastFood,QuickBites,3.3,1,1,0.2504625012786486,-0.03436901564093919
The Jade Kitchen,Chinese,CasualDining,4.0,1,3,-0.6823767874707282,0.05852476634338991
Krishna Vaibhava,NorthIndian,CasualDining,3.0,1,0,2.6528191888269586,-0.5641298401444028
Nandhanus Rasoi,Chinese,QuickBites,3.4,1,1,-0.5253640425204404,-0.8829032438424185
Donne Biriyani Mane,Biryani,QuickBites,3.2,1,1,1.0259014939195037,-0.18522693007730126
Chicken County Restaurant,NorthIndian,CasualDining,3.0,1,0,0.93908952983358,0.5795354402051137
Velvet Kitchen,NorthIndian,CasualDining,3.0,2,0,-2.058834680500493,1.3992577910142971
Hotel Aradhana,NorthIndian,QuickBites,3.7,1,2,-0.6218418171139775,-0.6404149783707738
The Chervil,NorthIndian,CasualDining,4.2,3,3,1.4584530821992823,0.42991506034782223
New Royal Treat,NorthIndian,QuickBites,2.8,1,0,-0.8742734101202326,0.6628975691496237
Vinaya Cafe,SouthIndian,QuickBites,3.7,1,2,0.6015910858293444,-0.6006986298537775
RBP Greens Garden,NorthIndian,CasualDining,2.7,2,0,0.3229550228570796,-0.17823287695227003
Pika's Kitchen,Continental,CasualDining,3.4,2,1,-0.7688492960488655,0.9083407492072024
New Mogul Empire,NorthIndian,QuickBites,3.4,1,1,0.9983767893156269,0.6407458442296597
Atithi Biryani Corner,Biryani,QuickBites,3.3,1,1,-0.28500204536999996,-0.7605721006234876
Vyanjan,NorthIndian,QuickBites,3.9,1,3,0.7752133126443537,-0.5815765293378249
Sri Sankara Cafe,SouthIndian,QuickBites,3.6,1,2,-1.0583062183891714,-0.6354921200938887
Sri Nandi Grand,NorthIndian,QuickBites,3.4,1,1,0.31156095922465127,-2.8324987213333426
Nandhana Palace,Andhra,CasualDining,4.1,2,4,0.5046147169948103,-2.098050870289507
Biryani Nights,SouthIndian,QuickBites,3.6,1,2,0.8904463750335972,1.2128034622011794
Thejas Bhavan,NorthIndian,QuickBites,3.0,1,0,0.6951443842644625,-0.4762318638014409
Juicy & Spicy,Bakery,QuickBites,3.1,1,0,-0.4621458690035598,-1.8151775319124959
Eat Repeat Express,NorthIndian,CasualDining,3.2,2,1,-0.7596484957863904,-0.10932954709167257
Mirch Masala,NorthIndian,QuickBites,3.4,2,1,0.2615652650358793,-0.6690000041421806
Bengalooru Tiffany's,SouthIndian,QuickBites,3.0,1,0,0.6516280381024696,-0.21266559513420702
Udupi Thaja Thindi,NorthIndian,QuickBites,2.9,1,0,0.2645465455793878,0.02344861661133836
Baba Ka Dhaba,NorthIndian,QuickBites,3.7,1,2,1.521339697593414,-0.9019765040527292
Hot Burg,FastFood,QuickBites,3.0,1,0,0.7616411319464469,-0.02843603255134121
Northern Bites,NorthIndian,CasualDining,3.3,1,1,0.11695689208291703,0.9199025750071457
Hotel Smile,NorthIndian,CasualDining,3.1,1,0,0.5504696966127903,0.49592124911137925
Churchill's,NorthIndian,CasualDining,4.1,3,4,0.9158932787882883,0.9212709579815855
Kulkarni's New Uttara Karnataka Food Speciality Stores,SouthIndian,QuickBites,3.4,1,1,-0.16456954514906838,-0.6393746956187244
The Hungers Zone,FastFood,QuickBites,3.8,1,2,-0.7556121370535196,1.4303297798069763
Aramane Restaurant,NorthIndian,CasualDining,2.9,2,0,1.4939268018425296,0.38413284384852214
Hunger2Eat,Biryani,QuickBites,3.8,1,2,0.1729149763122278,0.4679521704589043
Bawarchi Inn,NorthIndian,CasualDining,3.1,2,0,-2.1826223479606,0.368779125091395
Upahar Banashree,SouthIndian,QuickBites,3.4,1,1,0.8650568504595999,1.059161072548065
New South Corner,SouthIndian,QuickBites,3.7,1,2,-0.11458440824966269,-1.292705053051578
Tandoor Garden,NorthIndian,QuickBites,3.6,1,2,-0.12738807003771965,0.06714215782751597
Caffe Pascucci,Continental,CasualDining,4.0,3,4,-0.28309906902986376,1.5082554367471495
Chaitanya Cafe,SouthIndian,QuickBites,3.9,1,3,-1.3449514796492912,0.7935276455589203
RCS Kitchen,Continental,QuickBites,3.3,2,1,0.36590687146405954,0.9638721714146093
Pappu Da Dhaba,NorthIndian,QuickBites,3.0,1,0,-1.2922116448072483,0.45651967947740973
Snack Knack,NorthIndian,QuickBites,3.0,1,0,0.5843197253007888,-0.9074559701715961
Chung Wah Opus,Chinese,CasualDining,3.0,2,0,2.0684303155940373,0.8657051790526027
Chef & Dine,NorthIndian,CasualDining,3.2,2,1,0.5760271666204032,0.5537474731080759
Manjushree Upahara,SouthIndian,QuickBites,3.8,1,2,-0.6947754508516013,0.24177855144481894
Hotel Annapoorna,SouthIndian,QuickBites,3.2,1,1,0.9142717851963166,-1.6257842133062108
Armaani Caffe,FastFood,QuickBites,3.0,1,0,-0.9823414193116888,-1.345653784228844
Muddhe Bytes,SouthIndian,QuickBites,3.4,1,1,0.2894109205593915,-0.9786803786143473
Woody's,Chinese,CasualDining,2.6,2,0,0.8596384327099527,1.7680602502213616
Pepper Crown Restaurant,Continental,CasualDining,3.2,2,1,1.2349308736171964,-0.27470145115323996
The Curry Hut Plus,NorthIndian,CasualDining,3.4,1,1,0.5481897197593,0.595445485628745
Malabar Cafe,SouthIndian,QuickBites,3.3,1,1,0.7356847946375619,0.6248212736265897
Guru Greens,NorthIndian,CasualDining,3.8,2,2,0.9489209902690752,-0.19024589866950603
The Cuboidal,FastFood,QuickBites,3.6,1,2,-0.4461073444531581,-1.8137452307692745
Delifusion - Hunger Sorted,Continental,QuickBites,3.3,2,1,0.2863564369906783,-0.3288832784844274
Flavour of China,Chinese,CasualDining,3.8,2,2,-1.0055326152654662,0.4005027188320872
The Park Inn Restaurant,NorthIndian,QuickBites,3.0,1,0,-0.2382546936629802,-0.9414138066916706
Eagle Ridge,SouthIndian,CasualDining,3.2,2,1,-0.8361007410066738,-0.8887499088318176
Kabab Treat,NorthIndian,CasualDining,2.8,2,0,0.8283733137186841,0.29944202888718696
Limra Hotel,Chinese,QuickBites,3.3,1,1,0.14154843182870533,1.9937596136209874
Kafe Nook,FastFood,QuickBites,3.6,1,2,-0.05177356178808988,0.8137606359755504
Yummerica Fries,FastFood,QuickBites,3.3,1,1,0.6776690396600823,-0.01323639146078537
Hungry Buddies,NorthIndian,QuickBites,3.3,1,1,1.5394650133944912,-1.0811187574027135
Guru Garden,NorthIndian,CasualDining,2.9,1,0,0.45868554715639476,0.4048495705361448
Athithi,Andhra,CasualDining,2.8,2,0,0.8223267283188537,0.8148333155064272
Sri Bhagya Grand,SouthIndian,CasualDining,3.4,1,1,-0.11942052971082803,-0.04156366179306578
Shree Guru Juice 'N' Ice,FastFood,QuickBites,3.3,1,1,0.23195749628291681,1.0232373809551072
Bhavya Military Hotel,SouthIndian,QuickBites,3.0,1,0,-1.2684694938844696,1.6898462215888064
Neals Cafe,NorthIndian,QuickBites,3.1,2,0,-1.7607125905026748,-0.46581687858797766
The Yummy Tummy,NorthIndian,QuickBites,3.0,1,0,-0.2767311022267777,0.823275136888553
Halli Sogasu,SouthIndian,CasualDining,3.0,2,0,2.459806841657767,-0.8492472031321933
Kanika Biryani Paradise,NorthIndian,CasualDining,3.4,2,1,-0.6793551660958278,0.08678662200251945
Resto,Chinese,QuickBites,3.7,1,2,-0.04250774403184885,0.019966928369287977
New Tandoori Point,NorthIndian,QuickBites,3.3,2,1,-1.041603562871085,0.4173161180817735
Shiv Sagar,SouthIndian,QuickBites,2.9,1,0,1.1816842231579325,0.6794293006799191
Nadella's Kitchen,NorthIndian,QuickBites,3.3,1,1,-1.2588640948179892,-1.2835177322513147
Uncle's Kitchen,NorthIndian,QuickBites,2.8,1,0,-0.9763169796958944,0.1912131888189484
Coastal Inn,Chinese,CasualDining,3.4,2,1,0.5114733697642634,0.12832916079200926
Mom's Momos,Chinese,QuickBites,3.3,1,1,-1.325053658418153,0.12096327921935361
Aishwarya Parkland,Chinese,CasualDining,2.9,2,0,-0.11463652647656876,-0.23121551128670303
Slice of Spice,NorthIndian,QuickBites,3.1,1,0,-1.2782557949360367,-0.6867163083306137
Andhra Bhojanam,NorthIndian,CasualDining,3.6,2,2,2.4062853286131127,-0.0358796850380187
Kanchan Dhaba,NorthIndian,QuickBites,3.2,1,1,0.8484386141164235,-1.3653511728299903
Bella?s Kitchen,Chinese,CasualDining,2.9,2,0,0.9805474075317219,-0.48307374187185037
